q_Q1,q_Q2,q_Q3,q_Q4,q_Q5,q_Q6,q_Q7,q_Q8,q_Q9,q_Q10,q_Q11,q_Q12,q_Q13,q_Q14,q_Q15,q_Q16,q_Q17,q_Q18,q_Q19,q_Q20,m_score,m_gender,m_age,seconds_elapsed
4,5,2,2,3,2,1,5,3,1,2,5,4,2,4,2,1,4,4,4,80,1,22,65
2,3,2,4,4,2,1,4,2,3,1,2,2,1,4,1,2,4,5,3,72,1,34,228
1,1,4,5,1,5,4,2,4,5,2,2,4,4,3,5,4,2,4,2,42,2,30,323
2,2,2,4,3,2,2,2,4,2,4,4,2,2,2,2,4,4,1,2,58,1,60,192
3,4,2,2,4,2,2,3,4,2,3,4,3,4,4,3,2,4,5,4,70,1,60,102
3,2,2,3,4,5,2,2,4,2,2,4,5,2,4,2,3,4,2,1,64,2,29,175
4,5,4,2,5,2,1,5,5,4,1,4,5,2,4,2,2,2,4,2,73,1,27,205
4,4,2,3,4,2,2,4,3,2,1,3,4,2,5,2,2,5,5,2,77,1,24,124
4,4,4,5,4,2,2,4,4,2,2,2,5,1,5,4,4,5,5,3,73,2,22,223
4,1,2,4,5,2,4,4,3,1,1,5,4,2,2,3,2,5,5,5,74,1,42,244
4,2,2,2,4,2,2,2,4,2,1,5,4,2,3,2,3,5,5,3,75,2,45,380
2,3,3,4,3,4,3,4,4,5,1,4,4,4,2,1,2,4,5,2,60,1,26,332
1,4,2,4,4,2,1,2,4,2,2,2,2,1,3,2,2,4,5,4,67,1,22,209
3,3,3,3,3,2,2,2,4,3,2,3,1,3,2,2,3,3,4,1,58,2,60,98
2,2,2,3,4,2,2,2,5,2,3,4,3,2,4,2,3,2,4,2,63,2,43,301
1,2,4,3,2,2,2,4,4,4,3,1,2,1,3,1,2,1,5,1,54,2,24,363
4,3,3,2,4,3,2,4,3,2,2,4,4,3,3,3,3,3,4,4,71,1,27,175
2,3,3,3,3,2,2,3,4,4,1,3,1,2,4,2,2,3,4,2,61,2,15,225
2,5,3,4,2,3,2,4,4,2,2,4,2,2,4,2,2,4,5,1,65,2,14,606
4,2,4,4,2,4,2,4,4,2,2,1,4,3,4,4,2,4,4,3,59,2,15,134
3,4,2,2,4,2,1,4,4,2,2,4,3,2,4,3,2,4,4,4,74,1,22,101
2,4,2,4,5,4,2,5,5,2,1,2,5,1,4,4,4,4,3,1,68,1,27,351
3,4,4,2,2,3,2,1,4,2,1,2,2,2,2,2,1,4,5,1,59,1,30,210
5,5,1,4,4,1,1,4,1,1,3,4,2,1,4,3,3,2,5,3,79,1,21,334
4,5,4,5,3,2,2,1,4,4,3,2,2,2,2,4,3,3,3,1,53,2,15,158
3,2,2,3,4,4,4,2,4,4,3,2,2,3,3,4,3,3,3,1,51,1,22,499
5,5,5,3,2,1,1,2,5,4,2,1,1,1,5,5,2,4,5,1,60,1,20,175
3,5,1,3,1,1,1,4,4,3,1,5,3,1,5,4,2,5,5,1,74,2,15,129
2,3,4,3,4,3,2,2,4,2,2,4,2,2,4,2,4,4,4,1,64,2,19,148
2,3,4,2,2,4,2,2,5,4,3,4,1,2,4,4,1,4,4,1,52,2,45,257
1,3,5,2,4,4,2,4,4,4,2,2,2,2,2,4,4,2,5,2,56,2,53,107
2,2,4,2,2,2,2,2,3,2,1,4,3,1,4,3,2,4,4,2,65,2,23,388
2,2,4,2,2,2,2,2,3,2,1,4,3,1,4,3,2,4,4,2,65,2,23,471
3,3,4,4,3,4,4,4,4,3,3,3,3,4,3,4,3,3,3,3,54,1,33,280
4,4,3,3,3,3,2,4,3,4,3,4,4,1,1,3,4,4,1,3,65,2,20,193
4,3,2,1,4,1,1,3,4,2,1,5,4,3,3,2,2,3,5,2,75,1,21,167
3,4,4,4,2,4,5,2,1,4,4,1,2,3,3,4,2,3,3,1,47,1,44,373
2,2,2,4,2,4,2,4,5,1,2,2,3,2,3,5,1,3,5,1,55,1,25,692
3,3,3,4,4,3,3,4,4,3,2,2,2,3,4,4,2,3,3,2,57,1,25,140
2,1,4,4,4,4,2,2,5,4,4,4,2,4,4,2,2,2,5,3,52,1,60,200
2,1,5,4,1,5,4,1,5,5,4,1,1,4,4,4,4,1,3,5,38,1,66,754
2,1,5,3,3,2,2,2,5,3,1,3,2,2,3,2,2,4,3,1,55,2,37,216
2,1,3,2,4,5,4,2,4,4,3,3,2,2,2,2,3,2,2,2,50,2,24,631
2,1,3,3,2,3,2,2,4,4,2,4,4,3,4,5,2,2,4,3,55,1,25,265
2,2,3,4,3,4,3,2,2,4,3,2,3,4,3,4,3,3,4,1,51,2,22,351
3,3,3,4,4,3,3,4,4,3,2,2,2,3,4,4,2,4,3,1,57,1,25,144
2,1,5,3,3,1,2,1,5,3,3,4,2,3,3,2,3,2,4,1,53,1,37,252
2,2,4,3,4,3,2,2,4,4,4,4,1,2,4,4,2,4,5,1,55,1,29,176
4,4,2,0,5,4,2,5,4,4,2,4,4,2,4,4,3,5,4,2,74,1,18,163
5,3,2,2,4,2,2,5,4,2,1,5,5,1,5,1,1,5,5,4,84,1,18,184
5,5,3,3,4,2,3,2,2,2,1,4,2,1,5,4,2,2,5,2,71,1,20,169
3,4,5,5,1,4,2,1,5,2,1,1,1,4,2,3,2,4,4,1,47,2,22,67
4,4,2,1,1,1,1,4,1,3,1,5,4,2,2,3,1,4,1,3,72,1,26,232
1,1,5,2,5,5,3,4,5,5,1,5,2,1,2,1,1,5,3,2,57,1,18,135
1,1,5,2,5,4,3,5,5,5,1,5,2,1,1,1,1,5,3,2,58,1,18,107
2,2,3,1,4,4,3,2,5,3,2,4,2,2,2,3,2,2,4,2,56,1,26,168
3,3,4,1,3,1,2,2,5,3,1,4,3,2,3,1,2,5,5,1,68,1,17,258
4,4,4,3,3,3,2,4,3,2,2,4,2,2,4,2,3,4,4,1,68,1,23,143
3,3,4,3,4,4,2,2,4,4,3,3,2,3,4,4,3,3,5,1,56,1,18,365
3,3,4,3,4,4,2,2,4,4,3,3,2,3,4,4,2,4,5,1,56,1,18,398
3,3,4,3,4,4,2,2,4,4,3,3,2,3,4,4,1,5,5,1,56,1,18,406
1,1,4,3,2,5,3,1,5,3,3,4,1,2,3,5,5,4,4,1,48,1,30,306
4,5,4,3,4,3,2,3,4,3,3,4,4,3,3,2,3,2,4,4,67,1,17,674
5,5,2,2,4,2,2,4,1,2,2,4,5,3,3,2,4,3,4,5,82,1,17,602
4,3,4,4,3,2,2,4,4,4,2,4,2,1,3,2,2,3,4,3,64,1,42,124
3,2,2,3,3,3,4,4,4,3,2,4,2,2,4,2,2,2,4,2,61,2,22,166
5,5,2,1,4,3,2,5,2,4,1,5,5,2,4,2,2,4,5,5,84,1,19,113
5,4,3,2,4,1,2,4,3,3,1,5,2,2,5,1,2,4,5,3,79,1,24,148
3,4,3,4,4,3,2,4,5,4,2,4,4,2,3,4,5,2,4,1,63,1,48,266
1,1,5,2,4,3,2,3,5,4,1,5,4,3,3,1,2,2,2,1,56,2,20,172
2,1,4,3,2,4,3,2,5,5,3,1,2,3,2,2,1,3,3,1,42,1,16,159
5,5,1,1,5,1,1,5,1,1,1,5,5,1,0,1,1,1,5,4,86,1,22,169
5,0,2,2,4,2,2,3,2,1,2,5,5,3,4,1,1,0,5,3,72,1,18,87
3,2,4,4,3,5,4,3,4,3,3,3,2,3,4,5,3,3,5,1,51,1,22,383
5,5,5,2,5,4,2,4,4,2,2,4,5,1,4,2,1,5,5,5,78,1,21,126
5,1,5,1,5,1,1,5,5,5,1,5,5,5,5,5,5,1,5,5,72,1,47,190
5,1,5,1,5,1,1,5,5,1,1,5,5,1,5,1,1,5,5,5,84,1,47,131
3,3,4,4,2,2,3,3,4,3,1,3,2,2,2,2,3,3,0,3,56,1,42,206
1,2,4,3,2,4,3,1,5,4,2,2,2,3,2,3,4,2,5,1,47,1,33,134
4,4,3,2,5,2,2,4,2,2,1,4,5,2,2,2,4,4,5,2,79,1,23,168
2,2,4,2,2,2,2,1,4,3,2,5,1,3,4,4,2,5,5,1,58,1,30,320
5,4,5,3,5,5,5,2,5,4,3,5,5,3,3,4,3,5,5,3,62,2,31,190
4,5,3,4,2,2,1,4,3,2,2,5,4,2,4,2,1,3,5,2,72,1,27,144
3,3,4,4,2,2,2,1,1,2,4,5,4,4,4,4,4,4,2,5,64,1,22,277
5,5,1,1,5,2,1,5,1,1,1,5,5,2,3,2,1,4,4,5,89,1,17,156
4,5,2,1,3,2,1,2,1,2,2,2,2,1,4,2,4,4,5,2,77,1,16,125
5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,84,1,16,223
4,5,1,2,3,1,1,2,1,1,1,2,1,1,5,2,5,4,5,1,80,1,16,340
2,2,5,4,2,4,2,1,5,4,3,2,1,3,3,5,3,4,4,2,45,1,49,755
2,2,4,3,2,4,3,2,5,3,3,2,1,3,2,4,2,4,2,1,44,2,36,410
2,2,2,2,2,4,2,2,2,4,2,3,1,4,3,4,4,4,2,2,55,1,48,260
4,2,3,4,5,2,2,2,4,5,3,5,4,1,2,2,1,4,5,1,63,1,27,159
5,5,3,1,5,1,2,2,3,2,1,5,5,2,4,4,2,4,1,5,78,1,19,247
4,4,2,2,4,1,1,4,3,2,1,4,2,1,4,1,1,3,5,1,76,1,30,501
2,2,4,3,4,5,4,4,5,4,4,4,2,2,2,4,4,4,4,5,56,1,31,215
4,5,2,2,4,2,2,4,2,2,2,4,4,2,5,1,2,4,4,5,82,1,31,142
5,3,1,1,3,1,1,1,3,1,1,5,5,2,5,1,1,4,5,3,82,1,25,81
5,4,1,2,4,1,1,5,1,4,1,5,5,1,1,2,1,4,5,1,80,1,25,130
5,5,1,3,5,1,1,4,2,1,1,5,5,1,5,1,1,5,5,5,92,1,25,181
2,2,4,4,2,5,3,1,5,4,3,2,1,3,2,4,2,2,3,3,41,1,53,472
3,3,1,2,4,1,2,2,3,2,2,2,3,2,4,4,2,4,5,2,69,1,24,162
3,4,4,4,2,4,4,2,4,4,2,5,1,2,3,5,3,1,5,2,52,2,57,297
2,2,2,4,1,4,2,2,5,4,2,2,2,2,4,4,2,4,4,1,51,2,42,3798
2,4,2,4,4,2,2,4,4,4,4,4,2,2,4,2,4,2,4,4,66,1,62,203
3,2,3,2,1,3,2,4,4,4,3,1,4,2,2,4,2,3,4,2,55,1,22,145
5,4,2,3,4,2,2,4,2,2,2,4,5,2,4,3,1,3,5,4,77,1,23,126
3,3,4,1,4,4,2,3,4,3,2,3,2,2,2,4,2,4,4,4,62,1,31,190
2,1,4,4,1,5,4,1,5,5,3,4,5,4,1,4,2,2,3,1,39,1,54,181
3,3,3,4,4,3,2,2,5,4,4,4,1,2,2,1,1,4,5,3,58,1,16,300
5,2,5,2,4,4,4,4,5,4,3,3,2,2,2,5,2,4,4,4,56,1,55,738
2,4,3,3,2,5,4,3,4,4,2,2,1,2,2,3,3,4,5,2,54,1,41,168
5,5,5,3,4,5,5,5,5,2,2,5,5,1,5,4,1,5,5,5,72,1,30,145
4,2,2,3,2,2,2,4,4,4,2,4,4,1,4,1,5,4,5,2,73,1,52,440
2,3,3,4,4,3,2,4,4,4,3,4,4,2,4,4,4,4,5,4,67,2,43,287
5,3,4,3,5,5,5,5,5,4,3,5,5,3,3,3,3,5,3,3,64,1,23,370
3,3,4,4,2,4,4,2,5,5,3,2,2,4,3,4,4,3,3,2,46,1,60,128
2,3,4,3,2,5,4,3,5,4,3,2,2,3,4,4,3,2,3,1,46,2,31,274
4,5,2,4,4,2,1,4,1,5,2,4,2,2,4,4,2,5,5,3,73,1,28,215
4,4,3,3,4,3,4,4,5,4,2,4,4,2,5,3,3,4,5,5,71,1,28,225
4,2,4,4,3,2,3,5,2,3,2,4,3,3,3,4,4,4,2,4,65,1,24,164
2,3,4,4,3,4,3,2,4,4,4,3,2,3,3,4,2,2,2,2,46,1,26,149
3,4,3,3,4,4,4,4,4,4,1,3,4,2,3,4,2,4,3,2,61,1,22,167
2,2,3,2,4,4,4,2,4,3,2,3,2,2,4,4,3,2,3,2,55,2,22,170
2,4,3,5,3,1,1,4,1,2,1,2,4,2,5,2,3,3,5,1,72,1,21,209
2,5,4,3,4,3,2,2,4,4,3,4,2,3,3,2,4,4,4,4,64,1,35,185
3,5,5,1,5,1,2,5,3,1,1,5,5,1,5,1,4,4,4,4,87,1,23,181
3,2,2,1,1,2,2,5,4,2,2,5,4,1,4,5,1,4,5,1,68,1,16,143
4,5,5,2,3,2,2,2,2,2,2,5,5,2,5,4,2,4,5,1,72,1,21,233
4,4,3,2,3,1,1,4,3,3,1,4,3,1,3,1,1,5,4,4,77,2,17,117
2,2,2,4,2,5,3,2,5,4,3,2,2,4,2,4,2,3,5,1,45,2,23,451
2,2,3,3,2,2,2,1,4,2,3,4,2,2,4,2,2,2,3,4,59,1,51,209
3,1,4,3,5,5,4,3,3,2,1,4,2,4,3,5,2,5,3,4,58,2,30,217
4,4,2,4,3,1,1,3,3,2,2,4,3,3,4,2,3,4,3,3,72,1,43,228
4,4,2,1,4,3,3,4,2,2,2,5,3,1,4,5,2,4,5,4,76,2,23,343
1,1,5,5,5,5,5,2,5,5,5,5,1,2,3,3,4,3,4,2,45,2,34,810
4,4,3,4,4,5,2,2,5,4,2,4,2,3,4,4,1,4,5,2,58,2,28,109
1,2,4,4,2,4,3,1,5,3,4,3,1,3,3,5,5,3,5,1,46,1,40,452
4,3,3,3,4,2,3,4,2,2,2,4,4,2,4,3,3,4,4,3,73,2,22,127
4,3,3,4,4,2,3,4,2,2,2,4,4,2,4,3,3,4,4,3,72,2,22,261
5,3,3,2,5,1,1,2,4,2,2,3,4,2,1,1,2,4,5,1,71,1,20,109
3,3,4,4,2,3,2,2,5,3,3,2,2,2,3,3,3,3,3,1,52,2,28,377
4,2,2,2,3,2,2,2,4,2,1,2,2,2,3,2,3,4,4,2,66,1,29,230
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,96,3,28,135
5,4,2,1,5,3,2,5,2,2,1,5,4,2,4,1,1,4,4,5,84,1,23,88
5,5,2,1,2,1,2,4,2,2,1,1,1,2,4,2,2,4,5,4,76,1,24,172
5,2,4,1,5,2,2,4,3,5,1,4,4,2,4,2,2,4,3,3,72,1,22,139
5,5,1,1,5,1,1,5,5,1,1,5,5,1,5,1,1,5,5,5,92,1,19,326
1,1,5,5,4,4,2,2,5,5,3,2,2,4,1,4,2,3,3,1,39,2,36,169
4,3,4,1,4,5,5,4,5,5,2,4,1,2,2,4,2,3,2,2,52,1,24,823
4,5,4,4,4,5,2,2,4,4,1,3,2,2,2,4,2,4,4,1,57,1,27,115
4,4,3,2,5,2,2,4,2,3,1,5,2,1,5,2,3,4,3,4,79,1,40,173
2,2,5,3,2,5,4,2,5,5,1,2,2,2,1,3,5,5,4,2,50,1,29,371
3,3,5,2,2,1,3,3,5,3,2,4,4,3,3,2,2,4,5,3,64,1,51,143
5,5,2,2,5,2,1,5,3,5,1,4,4,2,1,1,2,1,3,1,71,1,31,183
4,2,3,1,2,4,5,3,4,2,1,5,1,5,1,2,1,3,1,1,51,1,37,113
5,4,4,3,3,1,2,2,4,1,3,4,2,2,4,4,2,4,4,2,66,1,42,246
3,3,4,4,3,3,3,2,3,4,2,4,2,2,4,2,2,2,4,2,58,1,22,128
1,2,3,4,2,4,2,1,4,4,2,3,2,2,2,2,3,3,3,2,51,2,36,135
2,1,5,4,2,4,4,1,5,5,3,2,2,2,2,4,3,1,2,1,37,2,61,450
3,3,4,3,2,2,1,4,4,4,1,2,5,2,4,1,2,5,5,2,69,2,34,172
4,3,3,2,4,4,3,2,4,4,1,4,3,3,2,3,3,2,4,2,60,3,30,285
4,5,2,2,4,1,1,4,2,1,1,5,2,1,4,5,2,4,2,2,76,1,20,151
4,2,2,4,4,2,2,2,2,4,1,4,3,2,4,2,2,4,4,2,68,1,25,187
2,1,4,3,0,4,4,2,4,3,2,2,1,3,2,3,2,3,4,3,46,1,24,267
2,3,2,2,4,1,1,4,4,5,1,5,2,2,1,1,3,4,5,5,73,1,23,211
2,4,5,5,3,5,2,1,5,5,5,2,1,4,1,4,1,1,5,1,36,2,20,370
4,3,3,4,3,4,2,2,3,2,3,4,4,3,4,1,4,5,4,5,71,1,21,236
2,2,4,3,3,4,4,2,5,4,3,3,2,3,3,2,4,2,2,2,49,1,19,236
2,1,4,3,2,4,4,2,4,3,2,2,1,3,2,3,2,3,4,3,48,1,24,335
2,4,5,5,3,5,2,1,5,5,5,2,1,4,1,4,1,1,5,1,36,2,20,402
3,2,5,5,2,4,4,2,5,5,2,4,1,4,5,2,3,5,4,1,50,2,20,240
2,3,4,4,4,4,4,2,5,4,3,3,2,2,3,2,4,4,2,3,54,1,22,270
2,2,4,3,3,4,4,2,5,4,3,3,2,3,3,2,4,2,2,2,49,1,19,267
2,4,4,4,4,4,2,2,2,4,4,2,4,4,4,4,2,4,4,2,56,2,23,317
1,2,2,4,3,3,2,1,4,4,2,4,1,3,2,3,4,4,4,2,55,1,26,269
5,4,3,4,3,4,2,4,3,4,3,2,2,4,4,4,2,4,4,2,59,1,22,336
2,2,2,5,4,4,2,1,3,2,1,2,3,2,1,4,0,4,4,1,53,1,27,337
4,4,3,4,3,3,2,2,3,4,2,4,4,2,3,3,3,5,5,3,68,1,19,336
4,4,2,5,2,5,3,2,5,3,2,1,1,4,2,3,2,4,4,2,50,1,23,356
2,4,4,4,3,5,2,1,4,2,2,2,2,2,4,4,1,4,5,2,55,1,34,377
4,1,2,5,3,4,2,1,4,2,2,2,2,2,2,4,3,3,4,1,53,2,25,414
3,4,3,2,3,4,3,2,3,3,2,2,4,2,3,2,2,4,1,3,61,1,19,349
2,1,2,5,3,1,2,2,2,5,1,4,2,3,2,2,3,5,2,2,59,1,25,558
4,4,2,1,5,4,2,3,5,2,2,5,2,2,2,1,2,2,5,2,69,1,21,495
4,3,2,4,5,4,3,3,5,4,2,2,3,2,2,3,5,2,5,1,60,1,22,343
1,2,2,5,1,5,5,1,5,5,1,3,1,3,1,5,5,3,1,1,38,2,20,599
3,2,4,5,1,2,2,1,4,5,1,2,3,2,3,4,3,4,4,1,52,1,22,215
2,4,1,4,3,1,5,3,4,2,4,2,2,1,4,2,2,4,3,2,61,1,21,221
3,1,2,5,2,4,2,2,5,2,2,3,2,3,3,2,4,3,3,1,54,1,22,295
5,4,4,2,4,2,5,5,4,5,2,5,5,2,5,5,1,4,5,4,70,2,25,217
4,2,4,2,2,2,2,2,4,2,1,4,2,4,2,2,5,4,4,4,66,1,20,331
3,2,4,3,4,4,2,1,4,4,3,4,2,4,4,2,2,5,5,3,59,1,20,250
2,1,2,5,4,2,2,3,5,4,3,2,3,5,3,5,3,3,5,3,53,2,25,479
2,1,4,4,3,4,4,1,4,4,4,3,2,3,2,3,2,3,4,1,44,2,22,417
1,1,2,5,1,5,5,1,5,5,3,1,1,3,1,5,5,3,1,1,33,2,21,157
4,2,2,4,3,3,3,2,4,4,1,2,2,3,2,2,3,4,4,2,58,1,20,496
3,3,2,5,4,5,4,1,5,5,3,1,1,3,2,4,3,1,1,1,39,1,26,250
1,4,2,4,4,5,5,3,4,5,5,1,2,5,3,3,1,5,3,4,47,1,23,811
5,5,3,5,5,3,5,5,4,2,1,5,1,1,5,3,5,5,5,5,78,1,20,386
3,2,2,4,2,2,2,3,4,4,2,4,2,3,4,3,2,3,4,2,59,2,36,113
1,4,2,4,4,5,5,3,4,5,5,1,2,5,3,3,1,5,3,4,47,1,23,1351
4,2,5,2,4,4,4,4,5,4,1,2,1,2,4,4,4,2,1,1,52,1,22,270
2,4,3,3,3,4,2,2,4,4,3,4,2,3,3,4,2,2,4,2,54,2,49,334
2,2,5,4,1,4,3,2,5,5,2,1,1,3,2,5,3,4,4,1,41,1,28,164
2,2,4,4,3,2,2,4,3,3,1,2,2,2,4,2,2,4,5,3,64,1,23,153
4,4,4,4,2,2,2,4,4,2,4,5,5,2,5,2,2,2,4,2,67,1,51,203
4,4,4,4,4,4,3,2,5,3,2,4,1,3,1,3,3,2,4,2,54,1,24,207
5,5,3,1,5,1,1,5,3,1,1,5,5,1,5,1,1,5,3,3,88,1,54,121
3,2,4,5,2,5,5,2,5,4,3,3,2,4,3,4,2,3,1,1,39,2,49,269
2,4,5,5,2,4,3,4,4,5,2,2,2,4,5,5,4,2,4,2,50,2,22,224
2,4,2,4,1,3,2,2,3,2,2,2,1,2,3,3,2,4,4,1,57,2,61,444
2,2,4,4,2,5,4,2,4,4,2,2,2,4,3,4,4,2,4,3,47,1,65,251
1,2,2,4,1,5,4,2,5,5,2,2,1,4,3,5,3,2,4,2,41,2,31,2434
5,4,3,2,4,4,4,5,2,5,2,5,5,2,5,4,1,5,5,4,74,2,25,150
3,2,4,4,3,3,4,2,5,5,2,3,2,4,1,4,2,2,4,1,44,2,46,101
2,2,3,4,3,4,3,2,4,2,1,3,2,2,1,3,2,3,4,1,53,1,22,153
2,4,4,4,1,5,5,2,5,4,4,4,2,3,2,1,4,4,4,3,51,1,25,656
4,4,3,2,2,4,1,5,4,2,1,4,2,1,2,2,2,4,5,3,71,1,26,257
3,4,5,4,3,4,2,1,4,2,2,5,2,2,3,5,1,4,5,1,56,1,42,189
4,2,4,4,2,3,4,2,4,4,2,4,3,1,3,3,2,4,4,2,57,1,41,246
5,4,1,1,5,1,1,3,1,1,1,4,5,1,4,1,1,5,5,1,87,1,27,261
4,2,4,2,5,4,4,4,4,4,2,4,4,2,4,3,2,2,5,3,64,1,26,148
1,2,4,4,1,3,2,2,4,4,3,2,2,4,4,2,4,3,4,3,52,2,52,196
5,5,2,3,4,2,5,4,2,1,2,3,2,3,4,3,2,4,5,4,73,1,22,127
3,4,4,4,4,3,2,2,4,3,2,5,3,2,3,3,2,3,4,3,63,1,50,224
2,1,3,5,1,4,4,1,5,4,5,1,1,5,1,5,5,2,2,1,32,1,19,208
2,4,3,1,5,3,2,5,5,4,1,4,5,1,4,4,1,5,5,1,71,1,19,88
2,4,3,1,5,3,2,5,5,4,1,4,5,1,4,4,1,5,5,1,71,1,19,276
2,1,3,5,1,4,4,1,5,4,5,1,1,5,1,5,5,2,2,1,32,1,19,661
5,5,1,1,5,1,1,1,1,1,1,5,5,1,5,1,1,5,3,3,88,1,28,161
4,3,4,3,4,3,2,4,5,4,2,2,2,3,4,5,3,2,4,1,56,2,23,222
3,2,5,1,5,5,5,4,5,5,1,5,2,1,1,2,1,3,5,1,56,2,29,175
4,4,5,2,5,4,2,2,2,1,2,4,1,2,3,5,2,4,5,5,68,2,26,146
3,4,4,4,1,4,4,2,5,4,4,1,2,3,4,4,2,2,2,1,42,2,20,278
4,4,3,4,2,2,1,4,4,3,1,5,1,2,4,1,1,3,5,2,68,1,26,146
2,2,4,4,2,4,2,2,5,3,3,2,2,3,3,2,2,4,4,2,51,2,37,198
2,2,2,4,4,2,2,2,4,4,3,3,2,3,4,4,3,4,4,1,57,2,26,285
4,4,4,5,2,5,5,4,5,5,3,2,1,3,3,4,4,3,3,3,48,2,19,111
3,4,4,2,3,2,2,2,5,4,1,4,4,2,2,1,2,3,1,2,61,2,57,171
4,2,2,3,4,5,4,4,4,4,3,3,2,3,2,5,3,3,3,4,55,2,22,222
3,2,4,3,3,4,4,2,4,3,1,3,2,2,4,4,1,4,4,2,55,1,32,290
4,4,2,4,5,1,1,4,2,2,1,5,5,1,5,1,1,2,5,5,84,1,31,160
4,4,4,2,4,3,2,3,4,2,1,3,2,2,3,2,2,4,5,3,69,2,25,79
3,1,4,3,3,4,5,2,5,5,2,4,3,2,2,2,2,4,3,2,51,1,38,161
1,1,5,4,2,5,3,2,5,4,2,3,1,3,1,2,3,4,3,2,44,1,54,265
4,2,4,1,4,3,2,2,4,2,0,2,4,2,3,3,2,4,3,4,67,1,52,274
3,2,2,4,2,4,4,4,5,4,2,2,2,2,3,4,2,4,3,1,51,1,41,250
3,5,2,1,4,1,1,3,1,3,1,5,5,2,5,2,1,4,5,1,81,2,22,305
2,3,4,1,3,3,3,2,4,5,1,3,4,3,3,3,2,4,4,1,58,1,24,119
4,2,4,1,5,3,4,4,5,3,1,5,4,2,1,3,2,4,4,4,67,1,34,222
3,2,1,3,1,2,1,1,3,3,2,1,4,3,1,4,3,4,3,3,58,1,17,212
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,96,1,17,469
4,5,3,1,5,1,1,3,3,4,1,4,4,1,3,1,1,4,5,2,78,2,23,578
4,4,4,5,5,3,2,4,3,2,0,1,2,3,5,4,3,5,5,3,69,2,29,209
3,2,2,2,1,2,2,1,4,3,2,1,1,4,2,4,1,1,3,1,46,2,29,232
4,4,4,3,3,5,2,2,2,3,4,4,4,4,4,4,4,3,2,4,61,1,40,1948
2,2,3,2,3,3,2,2,4,4,2,3,2,2,2,4,4,2,5,1,56,2,34,242
3,5,1,3,3,1,1,5,4,4,1,5,3,1,1,1,1,5,5,3,76,1,63,319
2,1,2,2,4,1,1,1,1,2,1,3,2,1,2,2,2,5,5,1,69,2,44,208
2,1,1,5,3,3,2,1,5,4,1,1,1,2,2,5,3,3,5,1,49,2,29,216
3,2,4,5,4,4,2,2,4,4,3,4,3,4,4,4,1,4,5,0,52,1,34,150
4,4,3,2,2,1,2,2,4,2,1,4,2,1,4,4,2,2,4,1,65,2,25,106
2,2,2,4,1,1,1,2,3,2,1,1,2,2,4,2,3,2,4,1,60,2,20,135
4,1,2,3,5,4,2,4,5,5,2,2,5,4,3,4,2,1,4,1,55,2,31,137
2,2,2,4,4,2,2,2,3,4,2,4,2,4,1,2,4,4,3,1,58,2,31,106
2,2,4,4,2,5,4,2,4,2,2,2,1,4,2,4,4,2,3,1,44,1,50,131
4,3,4,4,2,3,1,4,5,2,2,3,3,2,4,3,2,4,5,1,63,1,26,785
5,4,3,2,3,2,1,4,3,2,2,4,4,2,3,2,2,2,5,3,74,1,26,119
4,5,4,4,4,3,3,3,3,3,2,2,4,3,4,4,2,4,5,4,66,2,30,107
1,3,3,4,2,5,4,2,5,2,2,3,1,3,2,3,5,5,4,1,52,2,28,257
1,1,2,1,5,1,2,2,4,1,1,1,1,1,3,1,1,2,5,1,63,2,31,103
2,2,2,4,2,4,2,2,3,2,2,4,2,4,4,4,2,4,4,2,57,1,32,93
5,5,4,4,5,1,1,5,3,1,1,5,5,1,3,2,1,5,5,1,81,1,33,106
1,2,4,5,1,4,2,4,5,5,1,4,2,4,4,2,2,2,5,4,53,1,29,229
1,2,4,5,1,4,2,4,5,5,1,4,2,4,4,2,2,2,5,4,53,1,29,512
1,2,4,4,2,4,4,3,5,5,2,4,1,2,4,4,2,2,5,1,47,2,43,655
2,4,5,4,3,5,2,2,4,4,2,2,2,3,2,4,4,4,4,1,51,1,27,103
4,5,2,4,4,2,2,5,3,2,1,5,4,2,2,3,2,4,5,3,76,1,34,155
4,5,2,1,4,1,1,4,1,1,1,4,4,2,4,1,2,5,4,2,85,1,17,159
2,2,3,4,3,3,2,1,5,3,2,2,1,3,4,3,2,3,4,1,51,1,49,198
4,2,4,2,3,2,1,5,3,1,1,2,1,2,3,1,1,4,5,1,68,2,58,240
4,3,3,4,5,2,2,5,3,3,2,4,4,3,4,3,3,4,5,3,73,2,28,121
4,4,5,2,2,4,3,4,5,4,3,1,4,2,4,2,2,4,1,2,56,1,16,181
3,1,5,1,5,5,5,2,5,5,2,2,3,2,1,1,1,1,4,4,50,1,35,182
3,4,3,3,3,2,2,2,4,3,2,4,2,3,4,3,4,4,4,2,65,1,29,125
2,2,2,3,2,4,2,1,4,4,1,4,4,2,4,4,3,4,3,2,59,1,27,302
4,2,1,4,3,2,2,3,4,4,2,4,2,3,4,2,2,4,4,2,64,2,34,177
2,2,4,4,4,2,2,3,5,4,2,2,3,2,3,3,2,2,4,4,57,1,36,209
